implementation,N_points,N_threads,A,B,time
l,1000000,4,0.00100000,0.01000000,0.21390864
l,1000000,4,0.01000000,0.10000000,0.21257293
l,1000000,4,0.10000000,1.00000000,0.20807106
l,1000000,4,1.00000000,10.00000000,0.19464776
l,1000000,4,10.00000000,100.00000000,0.19584497
l,1000000,4,100.00000000,1000.00000000,0.19474579
l,1000000,5,0.00001000,0.00010000,0.24684065
l,1000000,5,0.00010000,0.00100000,0.23912276
l,1000000,5,0.00100000,0.01000000,0.24221894
l,1000000,5,0.01000000,0.10000000,0.24159316
l,1000000,5,0.10000000,1.00000000,0.23821113
l,1000000,5,1.00000000,10.00000000,0.23873036
l,1000000,5,10.00000000,100.00000000,0.23973825
l,1000000,5,100.00000000,1000.00000000,0.23634348
l,1000000,6,0.00001000,0.00010000,0.29681715
l,1000000,6,0.00010000,0.00100000,0.29220742
l,1000000,6,0.00100000,0.01000000,0.29306850
l,1000000,6,0.01000000,0.10000000,0.28933692
l,1000000,6,0.10000000,1.00000000,0.27985796
l,1000000,6,1.00000000,10.00000000,0.27838888
l,1000000,6,10.00000000,100.00000000,0.27734962
l,1000000,6,100.00000000,1000.00000000,0.27841168
l,1000000,7,0.00001000,0.00010000,0.30168776
l,1000000,7,0.00010000,0.00100000,0.29431091
l,1000000,7,0.00100000,0.01000000,0.29138045
l,1000000,7,0.01000000,0.10000000,0.28695402
l,1000000,7,0.10000000,1.00000000,0.27842206
l,1000000,7,1.00000000,10.00000000,0.27997332
l,1000000,7,10.00000000,100.00000000,0.27952622
l,1000000,7,100.00000000,1000.00000000,0.27917261
l,1000000,8,0.00001000,0.00010000,0.30262616
l,1000000,8,0.00010000,0.00100000,0.28571548
l,1000000,8,0.00100000,0.01000000,0.28353681
l,1000000,8,0.01000000,0.10000000,0.27560911
l,1000000,8,0.10000000,1.00000000,0.26494738
l,1000000,8,1.00000000,10.00000000,0.29233694
l,1000000,8,10.00000000,100.00000000,0.29092588
l,1000000,8,100.00000000,1000.00000000,0.29389408
l,1000000,9,0.00001000,0.00010000,0.33549911
l,1000000,9,0.00010000,0.00100000,0.32869657
l,1000000,9,0.00100000,0.01000000,0.32397837
l,1000000,9,0.01000000,0.10000000,0.29688717
l,1000000,9,0.10000000,1.00000000,0.28831740
l,1000000,9,1.00000000,10.00000000,0.29209421
l,1000000,9,10.00000000,100.00000000,0.29872201
l,1000000,9,100.00000000,1000.00000000,0.31015526
l,1000000,10,0.00001000,0.00010000,0.35149238
l,1000000,10,0.00010000,0.00100000,0.34890822
l,1000000,10,0.00100000,0.01000000,0.34687118
l,1000000,10,0.01000000,0.10000000,0.33645704
l,1000000,10,0.10000000,1.00000000,0.31130086
l,1000000,10,1.00000000,10.00000000,0.30424810
l,1000000,10,10.00000000,100.00000000,0.30297039
l,1000000,10,100.00000000,1000.00000000,0.30085982
l,1000000,11,0.00001000,0.00010000,0.35181191
l,1000000,11,0.00010000,0.00100000,0.34389132
l,1000000,11,0.00100000,0.01000000,0.34235964
l,1000000,11,0.01000000,0.10000000,0.34626373
l,1000000,11,0.10000000,1.00000000,0.33744811
l,1000000,11,1.00000000,10.00000000,0.32503406
l,1000000,11,10.00000000,100.00000000,0.32414047
l,1000000,11,100.00000000,1000.00000000,0.32385145
l,1000000,12,0.00001000,0.00010000,0.36733044
l,1000000,12,0.00010000,0.00100000,0.35577232
l,1000000,12,0.00100000,0.01000000,0.35350582
l,1000000,12,0.01000000,0.10000000,0.35155177
l,1000000,12,0.10000000,1.00000000,0.33666045
l,1000000,12,1.00000000,10.00000000,0.32914873
l,1000000,12,10.00000000,100.00000000,0.33118882
l,1000000,12,100.00000000,1000.00000000,0.32914529
l,1000000,13,0.00001000,0.00010000,0.48988339
l,1000000,13,0.00010000,0.00100000,0.48286253
l,1000000,13,0.00100000,0.01000000,0.47699973
l,1000000,13,0.01000000,0.10000000,0.47863129
l,1000000,13,0.10000000,1.00000000,0.46016558
l,1000000,13,1.00000000,10.00000000,0.44269088
l,1000000,13,10.00000000,100.00000000,0.44587216
l,1000000,13,100.00000000,1000.00000000,0.44724669
l,1000000,14,0.00001000,0.00010000,0.50232708
l,1000000,14,0.00010000,0.00100000,0.48520920
l,1000000,14,0.00100000,0.01000000,0.48331113
l,1000000,14,0.01000000,0.10000000,0.47048709
l,1000000,14,0.10000000,1.00000000,0.47791046
l,1000000,14,1.00000000,10.00000000,0.44938451
l,1000000,14,10.00000000,100.00000000,0.44987304
l,1000000,14,100.00000000,1000.00000000,0.45584334
l,1000000,15,0.00001000,0.00010000,0.49760109
l,1000000,15,0.00010000,0.00100000,0.48797284
l,1000000,15,0.00100000,0.01000000,0.48755059
l,1000000,15,0.01000000,0.10000000,0.48288269
l,1000000,15,0.10000000,1.00000000,0.48081268
l,1000000,15,1.00000000,10.00000000,0.45850681
l,1000000,15,10.00000000,100.00000000,0.45079337
l,1000000,15,100.00000000,1000.00000000,0.44715393
l,1000000,16,0.00001000,0.00010000,0.50674949
l,1000000,16,0.00010000,0.00100000,0.49065231
l,1000000,16,0.00100000,0.01000000,0.48936243
l,1000000,16,0.01000000,0.10000000,0.48688094
l,1000000,16,0.10000000,1.00000000,0.47681262
l,1000000,16,1.00000000,10.00000000,0.45593779
l,1000000,16,10.00000000,100.00000000,0.45425154
l,1000000,16,100.00000000,1000.00000000,0.45070303
l,1000000,17,0.00001000,0.00010000,0.50296857
l,1000000,17,0.00010000,0.00100000,0.49308256
l,1000000,17,0.00100000,0.01000000,0.49576985
l,1000000,17,0.01000000,0.10000000,0.48803643
l,1000000,17,0.10000000,1.00000000,0.48582080
l,1000000,17,1.00000000,10.00000000,0.46126040
l,1000000,17,10.00000000,100.00000000,0.45837837
l,1000000,17,100.00000000,1000.00000000,0.45832131
l,1000000,18,0.00001000,0.00010000,0.50835699
l,1000000,18,0.00010000,0.00100000,0.49508265
l,1000000,18,0.00100000,0.01000000,0.49682930
l,1000000,18,0.01000000,0.10000000,0.48883944
l,1000000,18,0.10000000,1.00000000,0.47933353
l,1000000,18,1.00000000,10.00000000,0.45939900
l,1000000,18,10.00000000,100.00000000,0.45936366
l,1000000,18,100.00000000,1000.00000000,0.46122201
l,1000000,19,0.00001000,0.00010000,0.50770418
l,1000000,19,0.00010000,0.00100000,0.50088853
l,1000000,19,0.00100000,0.01000000,0.49216612
l,1000000,19,0.01000000,0.10000000,0.48526754
l,1000000,19,0.10000000,1.00000000,0.48668164
l,1000000,19,1.00000000,10.00000000,0.46962647
l,1000000,19,10.00000000,100.00000000,0.46356926
l,1000000,19,100.00000000,1000.00000000,0.46550662
l,1000000,20,0.00001000,0.00010000,0.50954542
l,1000000,20,0.00010000,0.00100000,0.50072286
l,1000000,20,0.00100000,0.01000000,0.49462409
l,1000000,20,0.01000000,0.10000000,0.48666548
l,1000000,20,0.10000000,1.00000000,0.48895051
l,1000000,20,1.00000000,10.00000000,0.46469309
l,1000000,20,10.00000000,100.00000000,0.45949452
l,1000000,20,100.00000000,1000.00000000,0.46005480
l,10000000,1,0.00001000,0.00010000,0.94274701
l,10000000,1,0.00010000,0.00100000,0.78249337
l,10000000,1,0.00100000,0.01000000,0.76846373
l,10000000,1,0.01000000,0.10000000,0.76181432
l,10000000,1,0.10000000,1.00000000,0.73292062
l,10000000,1,1.00000000,10.00000000,0.59401837
l,10000000,1,10.00000000,100.00000000,0.57999986
l,10000000,1,100.00000000,1000.00000000,0.57033754
l,10000000,2,0.00001000,0.00010000,1.35423955
l,10000000,2,0.00010000,0.00100000,1.37346392
l,10000000,2,0.00100000,0.01000000,1.36523690
l,10000000,2,0.01000000,0.10000000,1.31529843
l,10000000,2,0.10000000,1.00000000,1.36290419
l,10000000,2,1.00000000,10.00000000,0.86727473
l,10000000,2,10.00000000,100.00000000,0.94810067
l,10000000,2,100.00000000,1000.00000000,0.94547545
l,10000000,3,0.00001000,0.00010000,1.84428524
l,10000000,3,0.00010000,0.00100000,1.82005180
l,10000000,3,0.00100000,0.01000000,1.82109210
l,10000000,3,0.01000000,0.10000000,1.80929722
l,10000000,3,0.10000000,1.00000000,1.84890909
l,10000000,3,1.00000000,10.00000000,1.60082404
l,10000000,3,10.00000000,100.00000000,1.54377109
l,10000000,3,100.00000000,1000.00000000,1.54824641
l,10000000,4,0.00001000,0.00010000,2.08857831
l,10000000,4,0.00010000,0.00100000,2.07694496
l,10000000,4,0.00100000,0.01000000,2.08001466
l,10000000,4,0.01000000,0.10000000,2.07535910
l,10000000,4,0.10000000,1.00000000,2.12129691
l,10000000,4,1.00000000,10.00000000,1.92585673
l,10000000,4,10.00000000,100.00000000,1.89526453
l,10000000,4,100.00000000,1000.00000000,1.89574078
l,10000000,5,0.00001000,0.00010000,2.43831160
l,10000000,5,0.00010000,0.00100000,2.40008624
l,10000000,5,0.00100000,0.01000000,2.35171305
l,10000000,5,0.01000000,0.10000000,2.35009083
l,10000000,5,0.10000000,1.00000000,2.41312023
l,10000000,5,1.00000000,10.00000000,2.31716604
l,10000000,5,10.00000000,100.00000000,2.30328647
l,10000000,5,100.00000000,1000.00000000,2.28268459
l,10000000,6,0.00001000,0.00010000,2.96039925
l,10000000,6,0.00010000,0.00100000,2.92079957
l,10000000,6,0.00100000,0.01000000,2.91225544
l,10000000,6,0.01000000,0.10000000,2.88144919
l,10000000,6,0.10000000,1.00000000,2.84494227
l,10000000,6,1.00000000,10.00000000,2.78084227
l,10000000,6,10.00000000,100.00000000,2.76397455
l,10000000,6,100.00000000,1000.00000000,2.76030469
l,10000000,7,0.00001000,0.00010000,3.08705552
l,10000000,7,0.00010000,0.00100000,2.95063168
l,10000000,7,0.00100000,0.01000000,2.92502977
l,10000000,7,0.01000000,0.10000000,2.87466209
l,10000000,7,0.10000000,1.00000000,2.88421404
l,10000000,7,1.00000000,10.00000000,2.80879858
l,10000000,7,10.00000000,100.00000000,2.80029783
l,10000000,7,100.00000000,1000.00000000,2.78921836
l,10000000,8,0.00001000,0.00010000,3.12893851
l,10000000,8,0.00010000,0.00100000,2.95169495
l,10000000,8,0.00100000,0.01000000,2.95299216
l,10000000,8,0.01000000,0.10000000,2.78038687
l,10000000,8,0.10000000,1.00000000,2.74781741
l,10000000,8,1.00000000,10.00000000,2.94413458
l,10000000,8,10.00000000,100.00000000,2.98832776
l,10000000,8,100.00000000,1000.00000000,2.94590972
l,10000000,9,0.00001000,0.00010000,3.33503883
l,10000000,9,0.00010000,0.00100000,3.27913494
l,10000000,9,0.00100000,0.01000000,3.02522166
l,10000000,9,0.01000000,0.10000000,2.98825817
l,10000000,9,0.10000000,1.00000000,3.02246818
l,10000000,9,1.00000000,10.00000000,3.02160568
l,10000000,9,10.00000000,100.00000000,3.13114773
l,10000000,9,100.00000000,1000.00000000,3.12854281
l,10000000,10,0.00001000,0.00010000,3.48762764
l,10000000,10,0.00010000,0.00100000,3.33674561
l,10000000,10,0.00100000,0.01000000,3.23749641
l,10000000,10,0.01000000,0.10000000,3.19279060
l,10000000,10,0.10000000,1.00000000,3.13487997
l,10000000,10,1.00000000,10.00000000,3.19760909
l,10000000,10,10.00000000,100.00000000,3.17397182
l,10000000,10,100.00000000,1000.00000000,3.24491414
l,10000000,11,0.00001000,0.00010000,3.63634902
l,10000000,11,0.00010000,0.00100000,3.49426197
l,10000000,11,0.00100000,0.01000000,3.42641614
l,10000000,11,0.01000000,0.10000000,3.40506939
l,10000000,11,0.10000000,1.00000000,3.23316176
l,10000000,11,1.00000000,10.00000000,3.29704416
l,10000000,11,10.00000000,100.00000000,3.35539551
l,10000000,11,100.00000000,1000.00000000,3.26718010
l,10000000,12,0.00001000,0.00010000,3.72027968
l,10000000,12,0.00010000,0.00100000,3.66723645
l,10000000,12,0.00100000,0.01000000,3.61229924
l,10000000,12,0.01000000,0.10000000,3.58490474
l,10000000,12,0.10000000,1.00000000,3.44198578
l,10000000,12,1.00000000,10.00000000,3.37908999
l,10000000,12,10.00000000,100.00000000,3.38174913
l,10000000,12,100.00000000,1000.00000000,3.37377982
l,10000000,13,0.00001000,0.00010000,5.14419982
l,10000000,13,0.00010000,0.00100000,5.04406867
l,10000000,13,0.00100000,0.01000000,4.96188140
l,10000000,13,0.01000000,0.10000000,4.94146237
l,10000000,13,0.10000000,1.00000000,4.92086292
l,10000000,13,1.00000000,10.00000000,4.72188517
l,10000000,13,10.00000000,100.00000000,4.68931555
l,10000000,13,100.00000000,1000.00000000,4.68599118
l,10000000,14,0.00001000,0.00010000,5.17970676
l,10000000,14,0.00010000,0.00100000,5.06383329
l,10000000,14,0.00100000,0.01000000,5.01692769
l,10000000,14,0.01000000,0.10000000,4.93707372
l,10000000,14,0.10000000,1.00000000,4.95121955
l,10000000,14,1.00000000,10.00000000,4.69554134
l,10000000,14,10.00000000,100.00000000,4.73066069
l,10000000,14,100.00000000,1000.00000000,4.71969865
l,10000000,15,0.00001000,0.00010000,5.21710904
l,10000000,15,0.00010000,0.00100000,5.07919265
l,10000000,15,0.00100000,0.01000000,5.02650326
l,10000000,15,0.01000000,0.10000000,4.96049254
l,10000000,15,0.10000000,1.00000000,4.96122078
l,10000000,15,1.00000000,10.00000000,4.75603922
l,10000000,15,10.00000000,100.00000000,4.73451869
l,10000000,15,100.00000000,1000.00000000,4.72539478
l,10000000,16,0.00001000,0.00010000,5.19812219
l,10000000,16,0.00010000,0.00100000,5.08265501
l,10000000,16,0.00100000,0.01000000,5.03050533
l,10000000,16,0.01000000,0.10000000,4.99923734
l,10000000,16,0.10000000,1.00000000,4.98968884
l,10000000,16,1.00000000,10.00000000,4.76750072
l,10000000,16,10.00000000,100.00000000,4.73738328
l,10000000,16,100.00000000,1000.00000000,4.74711050
l,10000000,17,0.00001000,0.00010000,5.21302316
l,10000000,17,0.00010000,0.00100000,5.10172804
l,10000000,17,0.00100000,0.01000000,5.02974943
l,10000000,17,0.01000000,0.10000000,5.02246966
l,10000000,17,0.10000000,1.00000000,4.98670526
l,10000000,17,1.00000000,10.00000000,4.78178123
l,10000000,17,10.00000000,100.00000000,4.75470494
l,10000000,17,100.00000000,1000.00000000,4.75337399
l,10000000,18,0.00001000,0.00010000,5.22562413
l,10000000,18,0.00010000,0.00100000,5.12372614
l,10000000,18,0.00100000,0.01000000,5.04811334
l,10000000,18,0.01000000,0.10000000,5.02490749
l,10000000,18,0.10000000,1.00000000,4.99304462
l,10000000,18,1.00000000,10.00000000,4.80080844
l,10000000,18,10.00000000,100.00000000,4.76859164
l,10000000,18,100.00000000,1000.00000000,4.76716439
l,10000000,19,0.00001000,0.00010000,5.22795551
l,10000000,19,0.00010000,0.00100000,5.11665879
l,10000000,19,0.00100000,0.01000000,5.05619170
l,10000000,19,0.01000000,0.10000000,5.02304873
l,10000000,19,0.10000000,1.00000000,5.02319028
l,10000000,19,1.00000000,10.00000000,4.79044867
l,10000000,19,10.00000000,100.00000000,4.74692073
l,10000000,19,100.00000000,1000.00000000,4.76501631
l,10000000,20,0.00001000,0.00010000,5.24843927
l,10000000,20,0.00010000,0.00100000,5.11936987
l,10000000,20,0.00100000,0.01000000,5.07002260
l,10000000,20,0.01000000,0.10000000,5.03804361
l,10000000,20,0.10000000,1.00000000,5.01791990
l,10000000,20,1.00000000,10.00000000,4.79442270
l,10000000,20,10.00000000,100.00000000,4.78188181
l,10000000,20,100.00000000,1000.00000000,4.76994463
r,100000,1,0.00001000,0.00010000,0.00963989
r,100000,1,0.00010000,0.00100000,0.00808888
r,100000,1,0.00100000,0.01000000,0.00778324
r,100000,1,0.01000000,0.10000000,0.00756306
r,100000,1,0.10000000,1.00000000,0.00721951
r,100000,1,1.00000000,10.00000000,0.00587433
r,100000,1,10.00000000,100.00000000,0.00573135
r,100000,1,100.00000000,1000.00000000,0.00572516
r,100000,2,0.00001000,0.00010000,0.00491019
r,100000,2,0.00010000,0.00100000,0.00410013
r,100000,2,0.00100000,0.01000000,0.00394247
r,100000,2,0.01000000,0.10000000,0.00381401
r,100000,2,0.10000000,1.00000000,0.00376155
r,100000,2,1.00000000,10.00000000,0.00300755
r,100000,2,10.00000000,100.00000000,0.00286660
r,100000,2,100.00000000,1000.00000000,0.00286600
r,100000,3,0.00001000,0.00010000,0.00329319
r,100000,3,0.00010000,0.00100000,0.00275023
r,100000,3,0.00100000,0.01000000,0.00265784
r,100000,3,0.01000000,0.10000000,0.00255799
r,100000,3,0.10000000,1.00000000,0.00250044
r,100000,3,1.00000000,10.00000000,0.00205239
r,100000,3,10.00000000,100.00000000,0.00191721
r,100000,3,100.00000000,1000.00000000,0.00191243
r,100000,4,0.00001000,0.00010000,0.00248704
r,100000,4,0.00010000,0.00100000,0.00207497
r,100000,4,0.00100000,0.01000000,0.00201393
r,100000,4,0.01000000,0.10000000,0.00192928
r,100000,4,0.10000000,1.00000000,0.00188734
r,100000,4,1.00000000,10.00000000,0.00157561
r,100000,4,10.00000000,100.00000000,0.00143960
r,100000,4,100.00000000,1000.00000000,0.00144149
r,100000,5,0.00001000,0.00010000,0.00199730
r,100000,5,0.00010000,0.00100000,0.00169037
r,100000,5,0.00100000,0.01000000,0.00163423
r,100000,5,0.01000000,0.10000000,0.00157005
r,100000,5,0.10000000,1.00000000,0.00151981
r,100000,5,1.00000000,10.00000000,0.00129397
r,100000,5,10.00000000,100.00000000,0.00117810
r,100000,5,100.00000000,1000.00000000,0.00119716
r,100000,6,0.00001000,0.00010000,0.00168894
r,100000,6,0.00010000,0.00100000,0.00141131
r,100000,6,0.00100000,0.01000000,0.00136458
r,100000,6,0.01000000,0.10000000,0.00131199
r,100000,6,0.10000000,1.00000000,0.00129224
r,100000,6,1.00000000,10.00000000,0.00110560
r,100000,6,10.00000000,100.00000000,0.00098665
r,100000,6,100.00000000,1000.00000000,0.00098647
r,100000,7,0.00001000,0.00010000,0.00165608
r,100000,7,0.00010000,0.00100000,0.00142302
r,100000,7,0.00100000,0.01000000,0.00133696
r,100000,7,0.01000000,0.10000000,0.00130039
r,100000,7,0.10000000,1.00000000,0.00130095
r,100000,7,1.00000000,10.00000000,0.00099036
r,100000,7,10.00000000,100.00000000,0.00098860
r,100000,7,100.00000000,1000.00000000,0.00098780
r,100000,8,0.00001000,0.00010000,0.00147477
r,100000,8,0.00010000,0.00100000,0.00125072
r,100000,8,0.00100000,0.01000000,0.00120962
r,100000,8,0.01000000,0.10000000,0.00116301
r,100000,8,0.10000000,1.00000000,0.00114197
r,100000,8,1.00000000,10.00000000,0.00086693
r,100000,8,10.00000000,100.00000000,0.00086500
r,100000,8,100.00000000,1000.00000000,0.00086603
r,100000,9,0.00001000,0.00010000,0.00130387
r,100000,9,0.00010000,0.00100000,0.00113243
r,100000,9,0.00100000,0.01000000,0.00108966
r,100000,9,0.01000000,0.10000000,0.00103479
r,100000,9,0.10000000,1.00000000,0.00100722
r,100000,9,1.00000000,10.00000000,0.00089562
r,100000,9,10.00000000,100.00000000,0.00077142
r,100000,9,100.00000000,1000.00000000,0.00079353
r,100000,10,0.00001000,0.00010000,0.00120387
r,100000,10,0.00010000,0.00100000,0.00102264
r,100000,10,0.00100000,0.01000000,0.00098253
r,100000,10,0.01000000,0.10000000,0.00093352
r,100000,10,0.10000000,1.00000000,0.00090788
r,100000,10,1.00000000,10.00000000,0.00080658
r,100000,10,10.00000000,100.00000000,0.00069376
r,100000,10,100.00000000,1000.00000000,0.00069460
r,100000,11,0.00001000,0.00010000,0.00108677
r,100000,11,0.00010000,0.00100000,0.00093696
r,100000,11,0.00100000,0.01000000,0.00089532
r,100000,11,0.01000000,0.10000000,0.00086712
r,100000,11,0.10000000,1.00000000,0.00083061
r,100000,11,1.00000000,10.00000000,0.00073310
r,100000,11,10.00000000,100.00000000,0.00064954
r,100000,11,100.00000000,1000.00000000,0.00064258
r,100000,12,0.00001000,0.00010000,0.00117691
r,100000,12,0.00010000,0.00100000,0.00101121
r,100000,12,0.00100000,0.01000000,0.00111356
r,100000,12,0.01000000,0.10000000,0.00094241
r,100000,12,0.10000000,1.00000000,0.00091221
r,100000,12,1.00000000,10.00000000,0.00080027
r,100000,12,10.00000000,100.00000000,0.00073821
r,100000,12,100.00000000,1000.00000000,0.00072965
r,100000,13,0.00001000,0.00010000,0.00168930
r,100000,13,0.00010000,0.00100000,0.00147604
r,100000,13,0.00100000,0.01000000,0.00142531
r,100000,13,0.01000000,0.10000000,0.00141546
r,100000,13,0.10000000,1.00000000,0.00143282
r,100000,13,1.00000000,10.00000000,0.00117560
r,100000,13,10.00000000,100.00000000,0.00143522
r,100000,13,100.00000000,1000.00000000,0.00111406
r,100000,14,0.00001000,0.00010000,0.00173979
r,100000,14,0.00010000,0.00100000,0.00154787
r,100000,14,0.00100000,0.01000000,0.00145937
r,100000,14,0.01000000,0.10000000,0.00137595
r,100000,14,0.10000000,1.00000000,0.00132193
r,100000,14,1.00000000,10.00000000,0.00112066
r,100000,14,10.00000000,100.00000000,0.00111831
r,100000,14,100.00000000,1000.00000000,0.00116630
r,100000,15,0.00001000,0.00010000,0.00163247
r,100000,15,0.00010000,0.00100000,0.00147105
r,100000,15,0.00100000,0.01000000,0.00136619
r,100000,15,0.01000000,0.10000000,0.00136451
r,100000,15,0.10000000,1.00000000,0.00141085
r,100000,15,1.00000000,10.00000000,0.00106166
r,100000,15,10.00000000,100.00000000,0.00102409
r,100000,15,100.00000000,1000.00000000,0.00103006
r,100000,16,0.00001000,0.00010000,0.00166814
r,100000,16,0.00010000,0.00100000,0.00148173
r,100000,16,0.00100000,0.01000000,0.00134313
r,100000,16,0.01000000,0.10000000,0.00135172
r,100000,16,0.10000000,1.00000000,0.00129285
r,100000,16,1.00000000,10.00000000,0.00100395
r,100000,16,10.00000000,100.00000000,0.00109196
r,100000,16,100.00000000,1000.00000000,0.00095566
r,100000,17,0.00001000,0.00010000,0.00172693
r,100000,17,0.00010000,0.00100000,0.00142878
r,100000,17,0.00100000,0.01000000,0.00121731
r,100000,17,0.01000000,0.10000000,0.00122992
r,100000,17,0.10000000,1.00000000,0.00130651
r,100000,17,1.00000000,10.00000000,0.00097068
r,100000,17,10.00000000,100.00000000,0.00088612
r,100000,17,100.00000000,1000.00000000,0.00093401
r,100000,18,0.00001000,0.00010000,0.00140398
r,100000,18,0.00010000,0.00100000,0.00125982
r,100000,18,0.00100000,0.01000000,0.00125703
r,100000,18,0.01000000,0.10000000,0.00116575
r,100000,18,0.10000000,1.00000000,0.00118613
r,100000,18,1.00000000,10.00000000,0.00104913
r,100000,18,10.00000000,100.00000000,0.00091807
r,100000,18,100.00000000,1000.00000000,0.00087237
r,100000,19,0.00001000,0.00010000,0.00141679
r,100000,19,0.00010000,0.00100000,0.00115046
r,100000,19,0.00100000,0.01000000,0.00116289
r,100000,19,0.01000000,0.10000000,0.00109077
r,100000,19,0.10000000,1.00000000,0.00107468
r,100000,19,1.00000000,10.00000000,0.00086849
r,100000,19,10.00000000,100.00000000,0.00091402
r,100000,19,100.00000000,1000.00000000,0.00087358
r,100000,20,0.00001000,0.00010000,0.00141833
r,100000,20,0.00010000,0.00100000,0.00118491
r,100000,20,0.00100000,0.01000000,0.00111617
r,100000,20,0.01000000,0.10000000,0.00106011
r,100000,20,0.10000000,1.00000000,0.00113247
r,100000,20,1.00000000,10.00000000,0.00088330
r,100000,20,10.00000000,100.00000000,0.00086019
r,100000,20,100.00000000,1000.00000000,0.00083353
r,1000000,1,0.00001000,0.00010000,0.09483276
r,1000000,1,0.00010000,0.00100000,0.07776389
r,1000000,1,0.00100000,0.01000000,0.07640398
r,1000000,1,0.01000000,0.10000000,0.07523738
r,1000000,1,0.10000000,1.00000000,0.07230208
r,1000000,1,1.00000000,10.00000000,0.05875741
r,1000000,1,10.00000000,100.00000000,0.05735684
r,1000000,1,100.00000000,1000.00000000,0.05688236
r,1000000,2,0.00001000,0.00010000,0.04777775
r,1000000,2,0.00010000,0.00100000,0.03939774
r,1000000,2,0.00100000,0.01000000,0.03846534
r,1000000,2,0.01000000,0.10000000,0.03790028
r,1000000,2,0.10000000,1.00000000,0.03762405
r,1000000,2,1.00000000,10.00000000,0.03006707
r,1000000,2,10.00000000,100.00000000,0.02871043
r,1000000,2,100.00000000,1000.00000000,0.02864503
r,1000000,3,0.00001000,0.00010000,0.03188485
r,1000000,3,0.00010000,0.00100000,0.02656128
r,1000000,3,0.00100000,0.01000000,0.02583047
r,1000000,3,0.01000000,0.10000000,0.02520246
r,1000000,3,0.10000000,1.00000000,0.02500361
r,1000000,3,1.00000000,10.00000000,0.02050383
r,1000000,3,10.00000000,100.00000000,0.01915354
r,1000000,3,100.00000000,1000.00000000,0.01912547
r,1000000,4,0.00001000,0.00010000,0.02395488
r,1000000,4,0.00010000,0.00100000,0.02007240
r,1000000,4,0.00100000,0.01000000,0.01927465
r,1000000,4,0.01000000,0.10000000,0.01905312
r,1000000,4,0.10000000,1.00000000,0.01884271
r,1000000,4,1.00000000,10.00000000,0.01573255
r,1000000,4,10.00000000,100.00000000,0.01436259
r,1000000,4,100.00000000,1000.00000000,0.01434492
r,1000000,5,0.00001000,0.00010000,0.01918481
r,1000000,5,0.00010000,0.00100000,0.01614251
r,1000000,5,0.00100000,0.01000000,0.01543774
r,1000000,5,0.01000000,0.10000000,0.01519401
r,1000000,5,0.10000000,1.00000000,0.01515368
r,1000000,5,1.00000000,10.00000000,0.01285915
r,1000000,5,10.00000000,100.00000000,0.01153433
r,1000000,5,100.00000000,1000.00000000,0.01150181
r,1000000,6,0.00001000,0.00010000,0.01625818
r,1000000,6,0.00010000,0.00100000,0.01350589
r,1000000,6,0.00100000,0.01000000,0.01289446
r,1000000,6,0.01000000,0.10000000,0.01268693
r,1000000,6,0.10000000,1.00000000,0.01261863
r,1000000,6,1.00000000,10.00000000,0.01094361
r,1000000,6,10.00000000,100.00000000,0.00959276
r,1000000,6,100.00000000,1000.00000000,0.00959071
r,1000000,7,0.00001000,0.00010000,0.01605568
r,1000000,7,0.00010000,0.00100000,0.01331556
r,1000000,7,0.00100000,0.01000000,0.01314555
r,1000000,7,0.01000000,0.10000000,0.01296270
r,1000000,7,0.10000000,1.00000000,0.01190904
r,1000000,7,1.00000000,10.00000000,0.00986572
r,1000000,7,10.00000000,100.00000000,0.00986158
r,1000000,7,100.00000000,1000.00000000,0.00975696
r,1000000,8,0.00001000,0.00010000,0.01414549
r,1000000,8,0.00010000,0.00100000,0.01180795
r,1000000,8,0.00100000,0.01000000,0.01168853
r,1000000,8,0.01000000,0.10000000,0.01134721
r,1000000,8,0.10000000,1.00000000,0.01139744
r,1000000,8,1.00000000,10.00000000,0.00863724
r,1000000,8,10.00000000,100.00000000,0.00863236
r,1000000,8,100.00000000,1000.00000000,0.00863814
r,1000000,9,0.00001000,0.00010000,0.01256776
r,1000000,9,0.00010000,0.00100000,0.01058066
r,1000000,9,0.00100000,0.01000000,0.01045542
r,1000000,9,0.01000000,0.10000000,0.01009720
r,1000000,9,0.10000000,1.00000000,0.01008795
r,1000000,9,1.00000000,10.00000000,0.00777288
r,1000000,9,10.00000000,100.00000000,0.00768009
r,1000000,9,100.00000000,1000.00000000,0.00769135
r,1000000,10,0.00001000,0.00010000,0.01131128
r,1000000,10,0.00010000,0.00100000,0.00977169
r,1000000,10,0.00100000,0.01000000,0.00945495
r,1000000,10,0.01000000,0.10000000,0.00909432
r,1000000,10,0.10000000,1.00000000,0.00914877
r,1000000,10,1.00000000,10.00000000,0.00803696
r,1000000,10,10.00000000,100.00000000,0.00692349
r,1000000,10,100.00000000,1000.00000000,0.00692223
r,1000000,11,0.00001000,0.00010000,0.01032812
r,1000000,11,0.00010000,0.00100000,0.00889286
r,1000000,11,0.00100000,0.01000000,0.00856291
r,1000000,11,0.01000000,0.10000000,0.00827600
r,1000000,11,0.10000000,1.00000000,0.00823685
r,1000000,11,1.00000000,10.00000000,0.00730458
r,1000000,11,10.00000000,100.00000000,0.00628645
